Review Text,clean_text,sentiment
"brightness is disappointing, but remote feels cheap",brightness disappointing remote feel cheap,negative
"picture quality is not as good as expected, but customer support was not helpful, but build quality feels average, but system freezes sometimes",picture quality good expected customer support helpful build quality feel average system freeze sometimes,negative
"customer support was not helpful, but picture quality is not as good as expected, but not good for gaming",customer support helpful picture quality good expected good gaming,negative
"speaker bass is very weak, but remote feels cheap, but brightness is disappointing",speaker bass weak remote feel cheap brightness disappointing,negative
"build quality feels average, but android tv lags a lot",build quality feel average android lag lot,neutral
"picture quality is not as good as expected, but interface is very slow",picture quality good expected interface slow,negative
"price is too high for these features, but software updates made it worse, but brightness is disappointing",price high feature software update made worse brightness disappointing,neutral
"menu navigation is confusing, but price is too high for these features, but bluetooth connection is unstable, but picture quality is not as good as expected",menu navigation confusing price high feature bluetooth connection unstable picture quality good expected,neutral
"customer support was not helpful, but software updates made it worse, but sound quality is poor, but android tv lags a lot",customer support helpful software update made worse sound quality poor android lag lot,negative
"price is too high for these features, but menu navigation is confusing, but software updates made it worse, but sound quality is poor",price high feature menu navigation confusing software update made worse sound quality poor,negative
"boot time is very long, but remote feels cheap, but price is too high for these features",boot time long remote feel cheap price high feature,negative
"build quality feels average, but interface is very slow, but not good for gaming, but bluetooth connection is unstable",build quality feel average interface slow good gaming bluetooth connection unstable,negative
"brightness is disappointing, but build quality feels average, but customer support was not helpful",brightness disappointing build quality feel average customer support helpful,negative
"system freezes sometimes, but customer support was not helpful, but apps take forever to load, but streaming apps crash sometimes",system freeze sometimes customer support helpful apps take forever load streaming apps crash sometimes,negative
"interface is very slow, but customer support was not helpful, but streaming apps crash sometimes",interface slow customer support helpful streaming apps crash sometimes,negative
"apps take forever to load, but build quality feels average, but boot time is very long",apps take forever load build quality feel average boot time long,neutral
"interface is very slow, but bluetooth connection is unstable, but brightness is disappointing, but apps take forever to load",interface slow bluetooth connection unstable brightness disappointing apps take forever load,negative
"price is too high for these features, but bluetooth connection is unstable",price high feature bluetooth connection unstable,neutral
"software updates made it worse, but speaker bass is very weak, but motion handling is not good, but streaming apps crash sometimes",software update made worse speaker bass weak motion handling good streaming apps crash sometimes,negative
"remote feels cheap, but boot time is very long, but streaming apps crash sometimes, but not good for gaming",remote feel cheap boot time long streaming apps crash sometimes good gaming,negative
"interface is very slow, but boot time is very long, but remote feels cheap, but build quality feels average",interface slow boot time long remote feel cheap build quality feel average,negative
"not good for gaming, but interface is very slow, but apps take forever to load, but sound quality is poor",good gaming interface slow apps take forever load sound quality poor,negative
"remote feels cheap, but picture quality is not as good as expected",remote feel cheap picture quality good expected,negative
"streaming apps crash sometimes, but sound quality is poor",streaming apps crash sometimes sound quality poor,negative
"apps take forever to load, but brightness is disappointing, but software updates made it worse, but remote feels cheap",apps take forever load brightness disappointing software update made worse remote feel cheap,negative
"wifi keeps disconnecting, but system freezes sometimes, but remote feels cheap",wifi keep disconnecting system freeze sometimes remote feel cheap,negative
"interface is very slow, but streaming apps crash sometimes",interface slow streaming apps crash sometimes,negative
"brightness is disappointing, but android tv lags a lot, but motion handling is not good, but customer support was not helpful",brightness disappointing android lag lot motion handling good customer support helpful,negative
"customer support was not helpful, but software updates made it worse, but wifi keeps disconnecting, but interface is very slow",customer support helpful software update made worse wifi keep disconnecting interface slow,negative
"customer support was not helpful, but streaming apps crash sometimes, but bluetooth connection is unstable, but interface is very slow",customer support helpful streaming apps crash sometimes bluetooth connection unstable interface slow,negative
"sound quality is poor, but menu navigation is confusing, but price is too high for these features, but boot time is very long",sound quality poor menu navigation confusing price high feature boot time long,negative
"streaming apps crash sometimes, but motion handling is not good, but wifi keeps disconnecting",streaming apps crash sometimes motion handling good wifi keep disconnecting,negative
"system freezes sometimes, but software updates made it worse, but remote feels cheap, but speaker bass is very weak",system freeze sometimes software update made worse remote feel cheap speaker bass weak,negative
"apps take forever to load, but customer support was not helpful",apps take forever load customer support helpful,negative
"wifi keeps disconnecting, but apps take forever to load, but customer support was not helpful, but android tv lags a lot",wifi keep disconnecting apps take forever load customer support helpful android lag lot,negative
"brightness is disappointing, but sound quality is poor, but system freezes sometimes",brightness disappointing sound quality poor system freeze sometimes,negative
"bluetooth connection is unstable, but price is too high for these features, but picture quality is not as good as expected",bluetooth connection unstable price high feature picture quality good expected,neutral
"price is too high for these features, but menu navigation is confusing",price high feature menu navigation confusing,neutral
"software updates made it worse, but streaming apps crash sometimes, but motion handling is not good",software update made worse streaming apps crash sometimes motion handling good,negative
"build quality feels average, but system freezes sometimes, but customer support was not helpful",build quality feel average system freeze sometimes customer support helpful,negative
"bluetooth connection is unstable, but android tv lags a lot, but sound quality is poor",bluetooth connection unstable android lag lot sound quality poor,negative
"apps take forever to load, but not good for gaming",apps take forever load good gaming,negative
"android tv lags a lot, but apps take forever to load, but bluetooth connection is unstable, but speaker bass is very weak",android lag lot apps take forever load bluetooth connection unstable speaker bass weak,negative
"wifi keeps disconnecting, but picture quality is not as good as expected, but software updates made it worse, but brightness is disappointing",wifi keep disconnecting picture quality good expected software update made worse brightness disappointing,neutral
"software updates made it worse, but picture quality is not as good as expected, but sound quality is poor, but streaming apps crash sometimes",software update made worse picture quality good expected sound quality poor streaming apps crash sometimes,negative
"wifi keeps disconnecting, but system freezes sometimes, but picture quality is not as good as expected",wifi keep disconnecting system freeze sometimes picture quality good expected,neutral
"brightness is disappointing, but android tv lags a lot, but price is too high for these features",brightness disappointing android lag lot price high feature,neutral
"streaming apps crash sometimes, but bluetooth connection is unstable, but speaker bass is very weak, but picture quality is not as good as expected",streaming apps crash sometimes bluetooth connection unstable speaker bass weak picture quality good expected,negative
"brightness is disappointing, but apps take forever to load, but picture quality is not as good as expected, but android tv lags a lot",brightness disappointing apps take forever load picture quality good expected android lag lot,neutral
"android tv lags a lot, but interface is very slow, but apps take forever to load, but system freezes sometimes",android lag lot interface slow apps take forever load system freeze sometimes,negative
"software updates made it worse, but wifi keeps disconnecting, but motion handling is not good, but sound quality is poor",software update made worse wifi keep disconnecting motion handling good sound quality poor,negative
"build quality feels average, but menu navigation is confusing",build quality feel average menu navigation confusing,neutral
"streaming apps crash sometimes, but build quality feels average",streaming apps crash sometimes build quality feel average,negative
"bluetooth connection is unstable, but not good for gaming, but system freezes sometimes, but brightness is disappointing",bluetooth connection unstable good gaming system freeze sometimes brightness disappointing,negative
"boot time is very long, but apps take forever to load, but build quality feels average",boot time long apps take forever load build quality feel average,negative
"apps take forever to load, but motion handling is not good, but speaker bass is very weak",apps take forever load motion handling good speaker bass weak,negative
"bluetooth connection is unstable, but picture quality is not as good as expected, but interface is very slow",bluetooth connection unstable picture quality good expected interface slow,negative
"not good for gaming, but picture quality is not as good as expected, but motion handling is not good",good gaming picture quality good expected motion handling good,negative
"not good for gaming, but bluetooth connection is unstable, but streaming apps crash sometimes, but boot time is very long",good gaming bluetooth connection unstable streaming apps crash sometimes boot time long,negative
"wifi keeps disconnecting, but not good for gaming, but sound quality is poor",wifi keep disconnecting good gaming sound quality poor,negative
"brightness is disappointing, but customer support was not helpful",brightness disappointing customer support helpful,negative
"build quality feels average, but system freezes sometimes, but not good for gaming, but boot time is very long",build quality feel average system freeze sometimes good gaming boot time long,negative
"customer support was not helpful, but bluetooth connection is unstable, but not good for gaming",customer support helpful bluetooth connection unstable good gaming,negative
"streaming apps crash sometimes, but picture quality is not as good as expected",streaming apps crash sometimes picture quality good expected,negative
"customer support was not helpful, but remote feels cheap, but price is too high for these features, but motion handling is not good",customer support helpful remote feel cheap price high feature motion handling good,negative
"build quality feels average, but wifi keeps disconnecting, but android tv lags a lot, but bluetooth connection is unstable",build quality feel average wifi keep disconnecting android lag lot bluetooth connection unstable,neutral
"software updates made it worse, but customer support was not helpful, but not good for gaming, but menu navigation is confusing",software update made worse customer support helpful good gaming menu navigation confusing,negative
"system freezes sometimes, but interface is very slow",system freeze sometimes interface slow,negative
"system freezes sometimes, but speaker bass is very weak, but price is too high for these features",system freeze sometimes speaker bass weak price high feature,negative
"not good for gaming, but customer support was not helpful, but picture quality is not as good as expected, but system freezes sometimes",good gaming customer support helpful picture quality good expected system freeze sometimes,negative
"motion handling is not good, but picture quality is not as good as expected, but customer support was not helpful, but sound quality is poor",motion handling good picture quality good expected customer support helpful sound quality poor,negative
"price is too high for these features, but boot time is very long, but apps take forever to load, but speaker bass is very weak",price high feature boot time long apps take forever load speaker bass weak,negative
"bluetooth connection is unstable, but system freezes sometimes, but not good for gaming",bluetooth connection unstable system freeze sometimes good gaming,negative
"brightness is disappointing, but wifi keeps disconnecting, but bluetooth connection is unstable",brightness disappointing wifi keep disconnecting bluetooth connection unstable,neutral
"software updates made it worse, but picture quality is not as good as expected, but system freezes sometimes",software update made worse picture quality good expected system freeze sometimes,negative
"motion handling is not good, but system freezes sometimes",motion handling good system freeze sometimes,negative
"boot time is very long, but streaming apps crash sometimes, but motion handling is not good, but android tv lags a lot",boot time long streaming apps crash sometimes motion handling good android lag lot,negative
"customer support was not helpful, but price is too high for these features, but interface is very slow",customer support helpful price high feature interface slow,negative
"boot time is very long, but streaming apps crash sometimes",boot time long streaming apps crash sometimes,negative
"interface is very slow, but brightness is disappointing, but remote feels cheap, but software updates made it worse",interface slow brightness disappointing remote feel cheap software update made worse,negative
"bluetooth connection is unstable, but android tv lags a lot",bluetooth connection unstable android lag lot,neutral
"motion handling is not good, but sound quality is poor, but interface is very slow",motion handling good sound quality poor interface slow,negative
"not good for gaming, but remote feels cheap, but software updates made it worse, but streaming apps crash sometimes",good gaming remote feel cheap software update made worse streaming apps crash sometimes,negative
"not good for gaming, but motion handling is not good",good gaming motion handling good,negative
"system freezes sometimes, but interface is very slow, but speaker bass is very weak, but picture quality is not as good as expected",system freeze sometimes interface slow speaker bass weak picture quality good expected,negative
"menu navigation is confusing, but software updates made it worse, but motion handling is not good, but brightness is disappointing",menu navigation confusing software update made worse motion handling good brightness disappointing,negative
"system freezes sometimes, but sound quality is poor, but speaker bass is very weak",system freeze sometimes sound quality poor speaker bass weak,negative
"brightness is disappointing, but speaker bass is very weak, but not good for gaming, but build quality feels average",brightness disappointing speaker bass weak good gaming build quality feel average,negative
"android tv lags a lot, but build quality feels average",android lag lot build quality feel average,negative
"interface is very slow, but apps take forever to load, but menu navigation is confusing",interface slow apps take forever load menu navigation confusing,negative
"price is too high for these features, but customer support was not helpful",price high feature customer support helpful,negative
"bluetooth connection is unstable, but software updates made it worse, but wifi keeps disconnecting, but system freezes sometimes",bluetooth connection unstable software update made worse wifi keep disconnecting system freeze sometimes,negative
"sound quality is poor, but wifi keeps disconnecting, but menu navigation is confusing, but price is too high for these features",sound quality poor wifi keep disconnecting menu navigation confusing price high feature,negative
"speaker bass is very weak, but android tv lags a lot",speaker bass weak android lag lot,negative
"brightness is disappointing, but remote feels cheap",brightness disappointing remote feel cheap,negative
"build quality feels average, but boot time is very long, but menu navigation is confusing, but motion handling is not good",build quality feel average boot time long menu navigation confusing motion handling good,negative
"remote feels cheap, but menu navigation is confusing",remote feel cheap menu navigation confusing,negative
"price is too high for these features, but apps take forever to load",price high feature apps take forever load,neutral
"android tv lags a lot, but menu navigation is confusing",android lag lot menu navigation confusing,neutral
"price is too high for these features, but not good for gaming, but brightness is disappointing",price high feature good gaming brightness disappointing,negative
"not good for gaming, but picture quality is not as good as expected",good gaming picture quality good expected,negative
"motion handling is not good, but customer support was not helpful, but speaker bass is very weak, but apps take forever to load",motion handling good customer support helpful speaker bass weak apps take forever load,negative
"streaming apps crash sometimes, but bluetooth connection is unstable",streaming apps crash sometimes bluetooth connection unstable,negative
"customer support was not helpful, but apps take forever to load",customer support helpful apps take forever load,negative
"boot time is very long, but interface is very slow, but bluetooth connection is unstable",boot time long interface slow bluetooth connection unstable,negative
"picture quality is not as good as expected, but speaker bass is very weak",picture quality good expected speaker bass weak,negative
"motion handling is not good, but streaming apps crash sometimes",motion handling good streaming apps crash sometimes,negative
"system freezes sometimes, but boot time is very long, but android tv lags a lot, but wifi keeps disconnecting",system freeze sometimes boot time long android lag lot wifi keep disconnecting,neutral
"customer support was not helpful, but speaker bass is very weak, but apps take forever to load",customer support helpful speaker bass weak apps take forever load,negative
"motion handling is not good, but brightness is disappointing, but build quality feels average",motion handling good brightness disappointing build quality feel average,negative
"price is too high for these features, but apps take forever to load, but speaker bass is very weak, but customer support was not helpful",price high feature apps take forever load speaker bass weak customer support helpful,negative
"system freezes sometimes, but sound quality is poor",system freeze sometimes sound quality poor,negative
"build quality feels average, but bluetooth connection is unstable, but boot time is very long",build quality feel average bluetooth connection unstable boot time long,neutral
"speaker bass is very weak, but system freezes sometimes",speaker bass weak system freeze sometimes,negative
"bluetooth connection is unstable, but brightness is disappointing, but build quality feels average, but speaker bass is very weak",bluetooth connection unstable brightness disappointing build quality feel average speaker bass weak,negative
"motion handling is not good, but customer support was not helpful, but not good for gaming, but interface is very slow",motion handling good customer support helpful good gaming interface slow,negative
"sound quality is poor, but boot time is very long",sound quality poor boot time long,negative
"apps take forever to load, but sound quality is poor, but price is too high for these features, but system freezes sometimes",apps take forever load sound quality poor price high feature system freeze sometimes,negative
"sound quality is poor, but picture quality is not as good as expected, but system freezes sometimes",sound quality poor picture quality good expected system freeze sometimes,negative
"system freezes sometimes, but sound quality is poor, but remote feels cheap",system freeze sometimes sound quality poor remote feel cheap,negative
"interface is very slow, but apps take forever to load, but speaker bass is very weak, but software updates made it worse",interface slow apps take forever load speaker bass weak software update made worse,negative
"interface is very slow, but picture quality is not as good as expected, but software updates made it worse",interface slow picture quality good expected software update made worse,negative
"motion handling is not good, but customer support was not helpful, but system freezes sometimes",motion handling good customer support helpful system freeze sometimes,negative
"picture quality is not as good as expected, but streaming apps crash sometimes, but interface is very slow",picture quality good expected streaming apps crash sometimes interface slow,negative
"picture quality is not as good as expected, but android tv lags a lot",picture quality good expected android lag lot,neutral
"picture quality is not as good as expected, but menu navigation is confusing, but build quality feels average",picture quality good expected menu navigation confusing build quality feel average,negative
"speaker bass is very weak, but boot time is very long, but brightness is disappointing",speaker bass weak boot time long brightness disappointing,negative
"apps take forever to load, but boot time is very long",apps take forever load boot time long,neutral
"streaming apps crash sometimes, but customer support was not helpful, but apps take forever to load, but bluetooth connection is unstable",streaming apps crash sometimes customer support helpful apps take forever load bluetooth connection unstable,negative
"motion handling is not good, but bluetooth connection is unstable, but system freezes sometimes",motion handling good bluetooth connection unstable system freeze sometimes,negative
"system freezes sometimes, but price is too high for these features, but customer support was not helpful, but menu navigation is confusing",system freeze sometimes price high feature customer support helpful menu navigation confusing,negative
"android tv lags a lot, but brightness is disappointing",android lag lot brightness disappointing,neutral
"apps take forever to load, but speaker bass is very weak",apps take forever load speaker bass weak,negative
"boot time is very long, but motion handling is not good, but remote feels cheap",boot time long motion handling good remote feel cheap,negative
"software updates made it worse, but picture quality is not as good as expected",software update made worse picture quality good expected,neutral
"system freezes sometimes, but interface is very slow, but bluetooth connection is unstable, but boot time is very long",system freeze sometimes interface slow bluetooth connection unstable boot time long,negative
"menu navigation is confusing, but brightness is disappointing, but apps take forever to load, but motion handling is not good",menu navigation confusing brightness disappointing apps take forever load motion handling good,negative
"build quality feels average, but motion handling is not good, but sound quality is poor",build quality feel average motion handling good sound quality poor,negative
"software updates made it worse, but android tv lags a lot, but motion handling is not good, but bluetooth connection is unstable",software update made worse android lag lot motion handling good bluetooth connection unstable,negative
"android tv lags a lot, but not good for gaming, but streaming apps crash sometimes, but speaker bass is very weak",android lag lot good gaming streaming apps crash sometimes speaker bass weak,negative
"software updates made it worse, but android tv lags a lot, but wifi keeps disconnecting",software update made worse android lag lot wifi keep disconnecting,neutral
"menu navigation is confusing, but customer support was not helpful",menu navigation confusing customer support helpful,negative
"picture quality is not as good as expected, but menu navigation is confusing",picture quality good expected menu navigation confusing,neutral
"streaming apps crash sometimes, but menu navigation is confusing, but price is too high for these features",streaming apps crash sometimes menu navigation confusing price high feature,negative
"customer support was not helpful, but menu navigation is confusing",customer support helpful menu navigation confusing,negative
"sound quality is poor, but remote feels cheap",sound quality poor remote feel cheap,negative
"customer support was not helpful, but streaming apps crash sometimes, but boot time is very long, but sound quality is poor",customer support helpful streaming apps crash sometimes boot time long sound quality poor,negative
"menu navigation is confusing, but speaker bass is very weak",menu navigation confusing speaker bass weak,negative
"sound quality is poor, but build quality feels average, but brightness is disappointing, but apps take forever to load",sound quality poor build quality feel average brightness disappointing apps take forever load,negative
"system freezes sometimes, but software updates made it worse, but remote feels cheap, but wifi keeps disconnecting",system freeze sometimes software update made worse remote feel cheap wifi keep disconnecting,negative
"apps take forever to load, but remote feels cheap, but motion handling is not good",apps take forever load remote feel cheap motion handling good,negative
"build quality feels average, but menu navigation is confusing",build quality feel average menu navigation confusing,neutral
"streaming apps crash sometimes, but build quality feels average",streaming apps crash sometimes build quality feel average,negative
"picture quality is not as good as expected, but apps take forever to load, but motion handling is not good",picture quality good expected apps take forever load motion handling good,negative
"motion handling is not good, but software updates made it worse",motion handling good software update made worse,negative
"streaming apps crash sometimes, but remote feels cheap, but bluetooth connection is unstable",streaming apps crash sometimes remote feel cheap bluetooth connection unstable,negative
"boot time is very long, but bluetooth connection is unstable",boot time long bluetooth connection unstable,neutral
"not good for gaming, but streaming apps crash sometimes",good gaming streaming apps crash sometimes,negative
"picture quality is not as good as expected, but software updates made it worse",picture quality good expected software update made worse,neutral
"not good for gaming, but system freezes sometimes, but software updates made it worse, but apps take forever to load",good gaming system freeze sometimes software update made worse apps take forever load,negative
"customer support was not helpful, but motion handling is not good",customer support helpful motion handling good,negative
"android tv lags a lot, but bluetooth connection is unstable",android lag lot bluetooth connection unstable,neutral
"remote feels cheap, but android tv lags a lot",remote feel cheap android lag lot,negative
"android tv lags a lot, but sound quality is poor",android lag lot sound quality poor,negative
"motion handling is not good, but picture quality is not as good as expected, but android tv lags a lot",motion handling good picture quality good expected android lag lot,negative
"speaker bass is very weak, but menu navigation is confusing, but software updates made it worse, but streaming apps crash sometimes",speaker bass weak menu navigation confusing software update made worse streaming apps crash sometimes,negative
"picture quality is not as good as expected, but menu navigation is confusing",picture quality good expected menu navigation confusing,neutral
"brightness is disappointing, but motion handling is not good, but software updates made it worse, but picture quality is not as good as expected",brightness disappointing motion handling good software update made worse picture quality good expected,negative
"brightness is disappointing, but software updates made it worse, but speaker bass is very weak, but bluetooth connection is unstable",brightness disappointing software update made worse speaker bass weak bluetooth connection unstable,negative
"price is too high for these features, but interface is very slow, but brightness is disappointing, but sound quality is poor",price high feature interface slow brightness disappointing sound quality poor,negative
"price is too high for these features, but apps take forever to load",price high feature apps take forever load,neutral
"customer support was not helpful, but android tv lags a lot, but not good for gaming, but motion handling is not good",customer support helpful android lag lot good gaming motion handling good,negative
"motion handling is not good, but price is too high for these features, but system freezes sometimes, but wifi keeps disconnecting",motion handling good price high feature system freeze sometimes wifi keep disconnecting,negative
"brightness is disappointing, but price is too high for these features, but android tv lags a lot",brightness disappointing price high feature android lag lot,neutral
"motion handling is not good, but bluetooth connection is unstable, but streaming apps crash sometimes",motion handling good bluetooth connection unstable streaming apps crash sometimes,negative
"bluetooth connection is unstable, but brightness is disappointing, but android tv lags a lot, but apps take forever to load",bluetooth connection unstable brightness disappointing android lag lot apps take forever load,neutral
"motion handling is not good, but system freezes sometimes, but speaker bass is very weak, but streaming apps crash sometimes",motion handling good system freeze sometimes speaker bass weak streaming apps crash sometimes,negative
"interface is very slow, but apps take forever to load, but android tv lags a lot, but price is too high for these features",interface slow apps take forever load android lag lot price high feature,negative
"menu navigation is confusing, but interface is very slow, but apps take forever to load",menu navigation confusing interface slow apps take forever load,negative
"customer support was not helpful, but picture quality is not as good as expected, but speaker bass is very weak",customer support helpful picture quality good expected speaker bass weak,negative
"remote feels cheap, but brightness is disappointing, but software updates made it worse, but wifi keeps disconnecting",remote feel cheap brightness disappointing software update made worse wifi keep disconnecting,negative
"picture quality is not as good as expected, but streaming apps crash sometimes, but customer support was not helpful",picture quality good expected streaming apps crash sometimes customer support helpful,negative
"system freezes sometimes, but interface is very slow",system freeze sometimes interface slow,negative
"software updates made it worse, but boot time is very long",software update made worse boot time long,neutral
"boot time is very long, but build quality feels average",boot time long build quality feel average,negative
"software updates made it worse, but menu navigation is confusing, but wifi keeps disconnecting",software update made worse menu navigation confusing wifi keep disconnecting,neutral
"software updates made it worse, but wifi keeps disconnecting, but system freezes sometimes",software update made worse wifi keep disconnecting system freeze sometimes,negative
"boot time is very long, but android tv lags a lot",boot time long android lag lot,neutral
"menu navigation is confusing, but brightness is disappointing, but system freezes sometimes",menu navigation confusing brightness disappointing system freeze sometimes,negative
"wifi keeps disconnecting, but menu navigation is confusing, but boot time is very long, but apps take forever to load",wifi keep disconnecting menu navigation confusing boot time long apps take forever load,neutral
"wifi keeps disconnecting, but boot time is very long",wifi keep disconnecting boot time long,neutral
"brightness is disappointing, but speaker bass is very weak, but motion handling is not good, but android tv lags a lot",brightness disappointing speaker bass weak motion handling good android lag lot,negative
"android tv lags a lot, but menu navigation is confusing, but interface is very slow, but price is too high for these features",android lag lot menu navigation confusing interface slow price high feature,negative
"boot time is very long, but speaker bass is very weak",boot time long speaker bass weak,negative
"bluetooth connection is unstable, but customer support was not helpful, but picture quality is not as good as expected",bluetooth connection unstable customer support helpful picture quality good expected,negative
"price is too high for these features, but android tv lags a lot",price high feature android lag lot,neutral
"picture quality is not as good as expected, but menu navigation is confusing, but speaker bass is very weak, but wifi keeps disconnecting",picture quality good expected menu navigation confusing speaker bass weak wifi keep disconnecting,negative
"android tv lags a lot, but streaming apps crash sometimes, but system freezes sometimes, but software updates made it worse",android lag lot streaming apps crash sometimes system freeze sometimes software update made worse,negative
"apps take forever to load, but build quality feels average, but boot time is very long",apps take forever load build quality feel average boot time long,neutral
"software updates made it worse, but system freezes sometimes, but streaming apps crash sometimes",software update made worse system freeze sometimes streaming apps crash sometimes,negative
"speaker bass is very weak, but customer support was not helpful",speaker bass weak customer support helpful,negative
"apps take forever to load, but price is too high for these features, but brightness is disappointing",apps take forever load price high feature brightness disappointing,neutral
"software updates made it worse, but price is too high for these features, but android tv lags a lot, but not good for gaming",software update made worse price high feature android lag lot good gaming,negative
"menu navigation is confusing, but remote feels cheap, but not good for gaming, but wifi keeps disconnecting",menu navigation confusing remote feel cheap good gaming wifi keep disconnecting,negative
"price is too high for these features, but software updates made it worse",price high feature software update made worse,neutral
"wifi keeps disconnecting, but speaker bass is very weak, but build quality feels average, but remote feels cheap",wifi keep disconnecting speaker bass weak build quality feel average remote feel cheap,negative
"not good for gaming, but wifi keeps disconnecting, but software updates made it worse",good gaming wifi keep disconnecting software update made worse,negative
"wifi keeps disconnecting, but android tv lags a lot, but speaker bass is very weak",wifi keep disconnecting android lag lot speaker bass weak,negative
"price is too high for these features, but system freezes sometimes",price high feature system freeze sometimes,negative
"wifi keeps disconnecting, but interface is very slow, but streaming apps crash sometimes, but android tv lags a lot",wifi keep disconnecting interface slow streaming apps crash sometimes android lag lot,negative
"streaming apps crash sometimes, but picture quality is not as good as expected, but interface is very slow, but software updates made it worse",streaming apps crash sometimes picture quality good expected interface slow software update made worse,negative
"build quality feels average, but wifi keeps disconnecting, but streaming apps crash sometimes, but system freezes sometimes",build quality feel average wifi keep disconnecting streaming apps crash sometimes system freeze sometimes,negative
"interface is very slow, but build quality feels average",interface slow build quality feel average,negative
"brightness is disappointing, but software updates made it worse, but system freezes sometimes",brightness disappointing software update made worse system freeze sometimes,negative
"android tv lags a lot, but remote feels cheap, but streaming apps crash sometimes",android lag lot remote feel cheap streaming apps crash sometimes,negative
"streaming apps crash sometimes, but system freezes sometimes, but motion handling is not good, but boot time is very long",streaming apps crash sometimes system freeze sometimes motion handling good boot time long,negative
"customer support was not helpful, but not good for gaming, but software updates made it worse",customer support helpful good gaming software update made worse,negative
"interface is very slow, but build quality feels average",interface slow build quality feel average,negative
"remote feels cheap, but build quality feels average",remote feel cheap build quality feel average,negative
"build quality feels average, but customer support was not helpful",build quality feel average customer support helpful,negative
"brightness is disappointing, but software updates made it worse, but price is too high for these features, but remote feels cheap",brightness disappointing software update made worse price high feature remote feel cheap,negative
"streaming apps crash sometimes, but picture quality is not as good as expected",streaming apps crash sometimes picture quality good expected,negative
"remote feels cheap, but menu navigation is confusing, but not good for gaming",remote feel cheap menu navigation confusing good gaming,negative
"customer support was not helpful, but system freezes sometimes",customer support helpful system freeze sometimes,negative
"build quality feels average, but apps take forever to load, but system freezes sometimes, but menu navigation is confusing",build quality feel average apps take forever load system freeze sometimes menu navigation confusing,negative
"not good for gaming, but brightness is disappointing",good gaming brightness disappointing,negative
"wifi keeps disconnecting, but software updates made it worse, but picture quality is not as good as expected, but streaming apps crash sometimes",wifi keep disconnecting software update made worse picture quality good expected streaming apps crash sometimes,negative
"brightness is disappointing, but bluetooth connection is unstable",brightness disappointing bluetooth connection unstable,neutral
"motion handling is not good, but wifi keeps disconnecting, but software updates made it worse",motion handling good wifi keep disconnecting software update made worse,negative
"picture quality is not as good as expected, but android tv lags a lot",picture quality good expected android lag lot,neutral
"brightness is disappointing, but interface is very slow, but speaker bass is very weak",brightness disappointing interface slow speaker bass weak,negative
"bluetooth connection is unstable, but software updates made it worse, but boot time is very long, but system freezes sometimes",bluetooth connection unstable software update made worse boot time long system freeze sometimes,negative
"streaming apps crash sometimes, but wifi keeps disconnecting",streaming apps crash sometimes wifi keep disconnecting,negative
"android tv lags a lot, but remote feels cheap, but speaker bass is very weak, but menu navigation is confusing",android lag lot remote feel cheap speaker bass weak menu navigation confusing,negative
"speaker bass is very weak, but brightness is disappointing, but remote feels cheap",speaker bass weak brightness disappointing remote feel cheap,negative
"picture quality is not as good as expected, but brightness is disappointing",picture quality good expected brightness disappointing,neutral
"brightness is disappointing, but sound quality is poor, but software updates made it worse",brightness disappointing sound quality poor software update made worse,negative
"customer support was not helpful, but streaming apps crash sometimes",customer support helpful streaming apps crash sometimes,negative
"apps take forever to load, but picture quality is not as good as expected, but system freezes sometimes, but boot time is very long",apps take forever load picture quality good expected system freeze sometimes boot time long,neutral
"speaker bass is very weak, but sound quality is poor, but system freezes sometimes",speaker bass weak sound quality poor system freeze sometimes,negative
"wifi keeps disconnecting, but android tv lags a lot",wifi keep disconnecting android lag lot,neutral
"bluetooth connection is unstable, but speaker bass is very weak",bluetooth connection unstable speaker bass weak,negative
"customer support was not helpful, but brightness is disappointing, but picture quality is not as good as expected",customer support helpful brightness disappointing picture quality good expected,negative
"motion handling is not good, but customer support was not helpful",motion handling good customer support helpful,negative
"system freezes sometimes, but customer support was not helpful, but apps take forever to load, but picture quality is not as good as expected",system freeze sometimes customer support helpful apps take forever load picture quality good expected,negative
"motion handling is not good, but brightness is disappointing",motion handling good brightness disappointing,negative
"system freezes sometimes, but boot time is very long, but remote feels cheap",system freeze sometimes boot time long remote feel cheap,negative
"brightness is disappointing, but interface is very slow, but wifi keeps disconnecting, but picture quality is not as good as expected",brightness disappointing interface slow wifi keep disconnecting picture quality good expected,negative
"bluetooth connection is unstable, but not good for gaming, but wifi keeps disconnecting",bluetooth connection unstable good gaming wifi keep disconnecting,negative
"interface is very slow, but remote feels cheap, but sound quality is poor",interface slow remote feel cheap sound quality poor,negative
"apps take forever to load, but motion handling is not good, but wifi keeps disconnecting",apps take forever load motion handling good wifi keep disconnecting,negative
"menu navigation is confusing, but remote feels cheap",menu navigation confusing remote feel cheap,negative
"menu navigation is confusing, but bluetooth connection is unstable, but picture quality is not as good as expected, but sound quality is poor",menu navigation confusing bluetooth connection unstable picture quality good expected sound quality poor,negative
"interface is very slow, but wifi keeps disconnecting",interface slow wifi keep disconnecting,negative
"menu navigation is confusing, but software updates made it worse, but streaming apps crash sometimes",menu navigation confusing software update made worse streaming apps crash sometimes,negative
